iter	Logloss
547	0.284691348
548	0.2846147995
549	0.2845465275
550	0.284466499
551	0.2844020544
552	0.2843282316
553	0.2842111311
554	0.2841244859
555	0.2840653259
556	0.2840086895
557	0.2838866552
558	0.2836972251
559	0.2836065766
560	0.2835223963
561	0.2834186467
562	0.2833125293
563	0.2831336979
564	0.2830034074
565	0.2828830561
566	0.2827790587
567	0.2826807382
568	0.282621957
569	0.282532959
570	0.2824195709
571	0.2823338826
572	0.2822492332
573	0.2821591921
574	0.2820472878
575	0.2819664726
576	0.2818838398
577	0.2818186653
578	0.2817561764
579	0.2816328118
580	0.2815610401
581	0.2814929036
582	0.2814249578
583	0.2813594577
584	0.2812913131
585	0.2812128418
586	0.2811332456
587	0.2810116819
588	0.2809176462
589	0.2808569177
590	0.2807812969
591	0.2807034267
592	0.2806232646
593	0.2805519166
594	0.2804907598
595	0.2803992542
596	0.2803311141
597	0.2802608491
598	0.2801471892
599	0.2800809578
600	0.2800142977
601	0.2799033308
602	0.2798334699
603	0.2797041918
604	0.2796251146
605	0.279555886
606	0.279479662
607	0.2794002929
608	0.2793372473
609	0.2792771128
610	0.2792047046
611	0.279123495
612	0.2790548325
613	0.2789649963
614	0.2789207206
615	0.2788503639
616	0.2787544875
617	0.2786840918
618	0.2786088031
619	0.2785294845
620	0.2784582803
621	0.2784084839
622	0.2783357398
623	0.2782820608
624	0.2782251906
625	0.2781516757
626	0.278009864
627	0.2778672732
628	0.277801518
629	0.2777134525
630	0.2776039052
631	0.2775253813
632	0.2774600478
633	0.2773855229
634	0.2772992435
635	0.2772064365
636	0.2771505048
637	0.2770677241
638	0.2769588661
639	0.2769042259
640	0.2768368266
641	0.2767030622
642	0.2766625616
643	0.2765764124
644	0.2764961276
645	0.2764007214
646	0.2762734523
647	0.2761654274
648	0.2760748771
649	0.2759904344
650	0.27593067
651	0.2758802728
652	0.2758207282
653	0.2757793999
654	0.2756046989
655	0.2754906888
656	0.2753438249
657	0.2752859786
658	0.2752066575
659	0.2751640887
660	0.2750713638
661	0.2749566839
662	0.2748809856
663	0.2747973425
664	0.2747078404
665	0.2746353216
666	0.2745361596
667	0.2744277281
668	0.274346615
669	0.27426278
670	0.2741369602
671	0.2740306379
672	0.2739314419
673	0.2738572515
674	0.2737752724
675	0.2736832518
676	0.2736045992
677	0.2735225918
678	0.2734505676
679	0.2733691462
680	0.2732975033
681	0.2732423571
682	0.2731416553
683	0.2730549301
684	0.2729587987
685	0.2729056703
686	0.2728378262
687	0.2727738194
688	0.2726897242
689	0.2725662304
690	0.272482656
691	0.2723542692
692	0.2722602611
693	0.2721225183
694	0.2720589792
695	0.2719693247
696	0.271904011
697	0.2717590239
698	0.2716675264
699	0.2716176466
700	0.27149333
701	0.271416492
702	0.2713353771
703	0.2712564535
704	0.2711961271
705	0.2711212883
706	0.2710560784
707	0.2709564693
708	0.2708804691
709	0.2707823358
710	0.2707082419
711	0.2706283959
712	0.2705343456
713	0.2704364256
714	0.2703736344
715	0.2703256074
716	0.2702543652
717	0.2701748153
718	0.2700836914
719	0.2700161501
720	0.2699328645
721	0.2698359334
722	0.2697329244
723	0.2696587635
724	0.2695449378
725	0.2694407008
726	0.2693785005
727	0.269318165
728	0.2692817272
729	0.2692171482
730	0.2691658142
731	0.2691302477
732	0.2690116896
733	0.2689521316
734	0.2688582135
735	0.2687934461
736	0.2686794139
737	0.2686314526
738	0.2685015624
739	0.2684350301
740	0.2683831415
741	0.268291432
742	0.2682200509
743	0.2681782159
744	0.2681000856
745	0.2679917375
746	0.2679185762
747	0.2678096805
748	0.267763396
749	0.2676856192
750	0.2676428912
751	0.2675260269
752	0.2674722676
753	0.2673640937
754	0.2673135359
755	0.2672516236
756	0.2671561469
757	0.2670850744
758	0.2670370941
759	0.2669462181
760	0.2668435148
761	0.2667588709
762	0.266709764
763	0.2666335448
764	0.2665329039
765	0.2664709046
766	0.266410594
767	0.2663578589
768	0.2662698984
769	0.2661882496
770	0.2661012355
771	0.2660319491
772	0.2659738295
773	0.2658690308
774	0.2657515466
775	0.2656869302
776	0.2655911303
777	0.2655126173
778	0.2654095885
779	0.2653475014
780	0.2652760865
781	0.265211473
782	0.2651241045
783	0.2650798444
784	0.2650198138
785	0.2649649998
786	0.2648921864
787	0.2648077457
788	0.2646918855
789	0.2645991679
790	0.2645494011
791	0.2645026302
792	0.2644579925
793	0.2643768683
794	0.2643361462
795	0.2642330107
796	0.26417576
797	0.2641148841
798	0.2640100844
799	0.2639466443
800	0.2638775533
801	0.2638137986
802	0.263724266
803	0.2636164865
804	0.2635741423
805	0.2635342653
806	0.2634496284
807	0.2633730382
808	0.263319807
809	0.2632535241
810	0.2631840383
811	0.2630855896
812	0.2630255758
813	0.2629464233
814	0.2629041116
815	0.262858974
816	0.2627779013
817	0.2626911975
818	0.2626168946
819	0.2625710794
820	0.2624804024
821	0.2623333714
822	0.2622617315
823	0.2622066298
824	0.2621290842
825	0.2620665788
826	0.2620162513
827	0.2619370508
828	0.2618595897
829	0.2617785006
830	0.2617013308
831	0.2616326882
832	0.2615172781
833	0.2613846647
834	0.2612946401
835	0.2611988743
836	0.2611144079
837	0.2610205097
838	0.2609909106
839	0.2608809785
840	0.2608135175
841	0.2607392664
842	0.26067821
843	0.2605904478
844	0.2605194584
845	0.2604370475
846	0.2603538015
847	0.2602863293
848	0.2602290798
849	0.2601533929
850	0.2600801332
851	0.2600190884
852	0.259936322
853	0.2598799552
854	0.2597912066
855	0.2597156631
856	0.2596067047
857	0.2595429808
858	0.259497226
859	0.2594264988
860	0.2593225375
861	0.259240121
862	0.2591496275
863	0.2590859582
864	0.259025401
865	0.2589652104
866	0.2588863257
867	0.2588019485
868	0.2587663764
869	0.2586957753
870	0.2586402572
871	0.258579944
872	0.258507287
873	0.2584322826
874	0.2583611978
875	0.2582543699
876	0.2581647108
877	0.258107273
878	0.2580185782
879	0.2579334555
880	0.2578414679
881	0.2577823388
882	0.257725752
883	0.2576570654
884	0.2575748572
885	0.2575261958
886	0.2574538718
887	0.2573691824
888	0.2573056576
889	0.2572551364
890	0.2571459118
891	0.2570893687
892	0.257015878
893	0.2569007824
894	0.2568244522
895	0.2567602575
896	0.2566579308
897	0.2565809219
898	0.2565082994
899	0.2564433347
900	0.2563196032
901	0.2562305468
902	0.2561616637
903	0.2561222228
904	0.2560905349
905	0.2560514861
906	0.2560092207
907	0.2559592268
908	0.2558998522
909	0.255816865
910	0.2557104453
911	0.2556235564
912	0.2555498441
913	0.2555083455
914	0.2554251647
915	0.255326036
916	0.2552485313
917	0.2551896978
918	0.2551266044
919	0.2550499183
920	0.2549378981
921	0.2548579803
922	0.2548159934
923	0.2547634521
924	0.2547156392
925	0.2546690914
926	0.2546301521
927	0.2545287446
928	0.2544689898
929	0.2543911665
930	0.2543463771
931	0.2542453797
932	0.2541823583
933	0.2541232991
934	0.2540790772
935	0.2540174637
936	0.2539459376
937	0.2538876376
938	0.2538001342
939	0.2537577458
940	0.2536959098
941	0.2536131155
942	0.2535212653
943	0.2534491559
944	0.2534073318
945	0.253360942
946	0.2533084982
947	0.2532372396
948	0.2531916567
949	0.2530966471
950	0.2530479485
951	0.2529689786
952	0.2529020492
953	0.2528707805
954	0.2527802885
955	0.252693657
956	0.2526216609
957	0.2525465896
958	0.2524715384
959	0.2524033168
960	0.2523479452
961	0.2523103066
962	0.2522421877
963	0.2521612439
964	0.2520989489
965	0.252007241
966	0.2519230728
967	0.2518458571
968	0.2517904222
969	0.2517130872
970	0.2516563672
971	0.2515777801
972	0.2514846992
973	0.2514148448
974	0.2513315591
975	0.2512598707
976	0.2511919249
977	0.251103977
978	0.2510489556
979	0.2510090314
980	0.2509892772
981	0.2509120611
982	0.2508253417
983	0.2507850819
984	0.2506942284
985	0.2505948313
986	0.2505351219
987	0.2504717154
988	0.2504065791
989	0.250310667
990	0.2502185598
991	0.2501260925
992	0.2500437789
993	0.2499627747
994	0.2499231906
995	0.2498399805
996	0.2497767819
997	0.2497412568
998	0.2496756629
999	0.2496270871
